episode,reward,rolling_reward,length,time
282,-84.518215,-88.03038038000004,8,10.407277
283,-98.837191,-87.27328529000005,8,10.42028
284,-43.970431,-87.04754433000004,8,10.430291
285,-139.232687,-87.89630822000002,8,10.443284
286,-17.730712,-87.84288500000004,8,10.452282
287,-49.620767,-87.89110373000005,8,10.454284
288,-158.747735,-89.04691932000006,8,10.470138
289,-41.777161,-87.23264749000005,8,10.678774
290,-113.834121,-87.71633283000004,8,10.684772
291,-57.041111,-88.01189517000005,8,10.69206
292,-107.791897,-87.71727530000004,8,10.69206
293,-9.873847,-87.22268198000005,8,10.69206
294,-83.897515,-85.99510845000006,8,10.709487
295,-167.528482,-87.06109644000006,8,10.709487
296,-2.23904,-86.79622933000006,8,10.725238
297,-110.177244,-87.07590589000007,8,10.725238
298,-52.821953,-87.05100511000008,8,10.744084
299,-238.621009,-89.30522446000008,8,10.761868
300,-53.943789,-88.78834885000009,8,10.769881
301,-87.05182,-89.33865540000009,8,10.777881
302,-149.181758,-90.3121445300001,8,10.791649
303,-156.291643,-91.05778548000009,8,10.797197
304,-33.721125,-89.2669986600001,8,10.802945
305,-27.916945,-88.98411474000011,8,10.809702
306,-114.606604,-88.70226082000012,8,10.817724
307,-32.18871,-88.32354667000013,8,10.825485
308,-61.799416,-87.55284738000013,8,10.82949
309,-24.117574,-86.74221679000013,8,10.835497
310,-185.548964,-87.65427617000012,8,10.847354
311,-57.472007,-87.97641598000013,8,10.853368
312,-29.262039,-87.76965316000013,8,10.861355
313,-36.21752,-87.49423520000013,8,10.861355
314,-26.251133,-87.17938852000012,8,10.876286
315,-110.290346,-88.03290881000012,8,10.885208
316,-38.472226,-88.08318618000013,8,10.890724
317,-39.940658,-87.75005646000012,8,10.890724
318,-56.344113,-87.42398863000011,8,10.901172
319,-79.457183,-86.32474056000012,8,10.901172
320,-19.307662,-85.7338246900001,8,10.901172
321,-66.195799,-85.4158751700001,8,11.110863
322,-19.648153,-85.12102930000012,8,11.114841
323,-127.134168,-85.37089715000013,8,11.124805
324,-209.099316,-86.21655997000012,8,11.13259
325,-67.426303,-86.29311015000012,8,11.138679
326,-91.566707,-86.15986637000013,8,11.145555
327,-153.673129,-87.47459218000013,8,11.145555
328,-79.97202,-86.64684428000011,8,11.161166
329,-111.306603,-85.37403130000011,8,11.161166
330,-142.284614,-85.96541896000012,8,11.179786
331,-101.660044,-86.73135218000012,8,11.180788
332,-46.571405,-86.65394280000014,8,11.192006
333,-57.589082,-84.77483192000014,8,11.192006
334,-49.569303,-84.25358839000015,8,11.207034
335,-54.371311,-83.76151103000016,8,11.213195
336,-299.058246,-86.03598503000018,8,11.213195
337,-101.623394,-86.34876692000017,8,11.228231
338,-25.217826,-85.82697606000018,8,11.230523
339,-129.470399,-85.58668834000018,8,11.249646
340,-211.528761,-86.65146507000017,8,11.260319
341,-199.623203,-88.13077157000016,8,11.269004
342,-119.283151,-87.54383040000015,8,11.281332
343,-104.597477,-87.84625074000014,8,11.289321
344,-4.119049,-87.13666335000015,8,11.299267
345,-68.77763,-87.29412425000015,8,11.31533
346,-24.645842,-87.50855564000014,8,11.33033
347,-67.423201,-87.56177574000014,8,11.342312
348,-45.022912,-86.90494090000014,8,11.349765
349,-71.329543,-87.28615036000014,8,11.360074
350,-79.043904,-86.81606221000014,8,11.373219
351,-88.054064,-85.83208707000014,8,11.391086
352,-113.795144,-85.35116223000014,8,11.410155
353,-26.677535,-85.05011282000014,8,11.6364
354,-96.430792,-85.26062537000013,8,11.645012
355,-32.235616,-84.66705426000013,8,11.654585
356,-78.315602,-83.64263938000015,8,11.662394
357,-253.071021,-83.97351712000014,8,11.669519
358,-150.375427,-83.60614123000016,8,11.676526
359,-90.165725,-83.25554138000015,8,11.684518
360,-139.231923,-83.97019615000016,8,11.691519
361,-79.99771,-84.20428459000016,8,11.699521
362,-109.035932,-85.24361606000016,8,11.706523
363,-23.345615,-84.14526177000016,8,11.717912
364,-149.961319,-85.05650686000016,8,11.729892
365,-131.84158,-85.22335790000015,8,11.737892
366,-139.239054,-85.55506696000015,8,11.746548
367,-127.139043,-86.54161804000015,8,11.755755
368,-46.273259,-86.01275970000013,8,11.76376
369,-117.14005,-86.81892223000014,8,11.770762
370,-74.629608,-86.92651315000012,8,11.779341
371,-23.155989,-86.58778303000012,8,11.787341
372,-268.650718,-88.90929176000013,8,11.795112
373,-62.164789,-88.92798029000012,8,11.802229
374,-40.752199,-88.15604164000013,8,11.811765
375,-157.079043,-88.97146321000012,8,11.818766
376,-122.252043,-88.45883419000012,8,11.829845
377,-41.737529,-88.63834937000013,8,11.837753
378,-63.559908,-89.06293839000011,8,11.848886
379,-43.250955,-89.2250682100001,8,11.854886
380,-127.831419,-90.1427364300001,8,11.861967
381,-24.424738,-89.6829219700001,8,11.866972
382,-76.981888,-89.6075587000001,8,11.873962
383,-46.331216,-89.0824989500001,8,11.884183
384,-132.09463,-89.9637409400001,8,11.88978
385,-48.221053,-89.05362460000009,8,12.101146
386,-87.037097,-89.7466884500001,8,12.109614
387,-216.050679,-91.41098757000009,8,12.116653
388,-27.929537,-90.10280559000007,8,12.122885
389,-45.20313,-90.13706528000007,8,12.13537
390,-163.689708,-90.63562115000008,8,12.143079
391,-200.000844,-92.06521848000007,8,12.150345
392,-72.671146,-91.71401097000009,8,12.159913
393,-64.616813,-92.2614406300001,8,12.167481
394,-33.704246,-91.75950794000008,8,12.175923
395,-53.237732,-90.61660044000007,8,12.183156
396,-104.902513,-91.64323517000008,8,12.191364
397,-98.330883,-91.52477156000008,8,12.198362
398,-17.45864,-91.17113843000008,8,12.205377
399,-28.903246,-89.07396080000008,8,12.212364
400,-162.295842,-90.15748133000007,8,12.221507
401,-75.929929,-90.04626242000006,8,12.22951
402,-48.382629,-89.03827113000006,8,12.247572
403,-41.685469,-87.89220939000005,8,12.254573
404,-191.498521,-89.46998335000004,8,12.264596
405,-62.316205,-89.81397595000003,8,12.270592
406,-101.120666,-89.67911657000002,8,12.27779
407,-22.910674,-89.58633621000003,8,12.283789
408,-151.75716,-90.48591365000001,8,12.291039
409,-37.423069,-90.61896860000003,8,12.29706
410,-108.130815,-89.84478711000003,8,12.303059
411,-35.258849,-89.62265553000003,8,12.311061
412,-22.477519,-89.55481033000004,8,12.31707
413,-41.272985,-89.60536498000003,8,12.323763
414,-39.1073,-89.73392665000003,8,12.334738
415,-92.124741,-89.55227060000003,8,12.341743
416,-33.027094,-89.49781928000002,8,12.348774
417,-92.269569,-90.02110839000002,8,12.518661
418,-127.674536,-90.73441262000004,8,12.526325
419,-22.330451,-90.16314530000004,8,12.531634
420,-29.974906,-90.26981774000004,8,12.536858
421,-136.484808,-90.97270783000003,8,12.54365
422,1.330931,-90.76291699000004,8,12.549955
423,-39.332213,-89.88489744000002,8,12.55716
424,-58.802848,-88.38193276000001,8,12.565268
425,-40.467414,-88.11234387000002,8,12.571267
426,-93.825838,-88.13493518000003,8,12.580275
427,-115.688823,-87.75509212000003,8,12.595263
428,-115.350157,-88.10887349000004,8,12.602882
429,-110.858564,-88.10439310000005,8,12.610688
430,-109.612798,-87.77767494000005,8,12.617715
431,-83.701442,-87.59808892000005,8,12.624608
432,-68.368251,-87.81605738000003,8,12.631988
433,-154.505835,-88.78522491000004,8,12.638249
434,-114.354541,-89.43307729000004,8,12.64542
435,-76.913548,-89.65849966000003,8,12.652083
436,-62.29386,-87.29085580000003,8,12.659083
437,-161.251532,-87.88713718000002,8,12.666431
438,-14.129325,-87.77625217000002,8,12.673597
439,-116.886868,-87.65041686000002,8,12.682806
440,-53.335581,-86.06848506000001,8,12.691852
441,-75.421148,-84.82646451000002,8,12.697899
442,-60.03895,-84.23402250000002,8,12.708568
443,-197.082577,-85.15887350000003,8,12.715028
444,-36.120586,-85.47888887,8,12.720375
445,-67.378112,-85.46489369000001,8,12.726092
446,-69.975722,-85.91819249,8,12.732542
447,-104.45054,-86.28846588,8,12.737115
448,-153.802162,-87.37625838,8,12.747768
449,-8.618843,-86.74915138,8,12.915574
450,-146.471009,-87.42342243000002,8,12.927461
451,-86.922536,-87.41210715000001,8,12.933461
452,-59.231644,-86.86647215,8,12.945285
453,-54.612274,-87.14581953999999,8,12.952285
454,-40.222816,-86.58373978,8,12.958899
455,-56.1506,-86.82288962000001,8,12.9659
456,-116.009174,-87.19982534,8,12.974452
457,-123.624012,-85.90535525000001,8,12.981452
458,-129.497885,-85.69657983,8,12.98912
459,-86.380751,-85.65873009,8,12.999123
460,-39.82494,-84.66466026000002,8,13.00732
461,-130.611467,-85.17079783000003,8,13.013355
462,-127.435949,-85.35479800000003,8,13.019355
463,-78.193008,-85.90327193000003,8,13.026358
464,-86.838407,-85.27204281000002,8,13.047765
465,-248.812641,-86.44175342000003,8,13.055764
466,-58.195042,-85.63131330000002,8,13.064056
467,-67.097533,-85.03089820000002,8,13.071056
468,-113.946611,-85.70763172000002,8,13.079417
469,-26.958755,-84.80581877000003,8,13.086417
470,-80.908322,-84.86860591000003,8,13.094122
471,-124.983077,-85.88687679000003,8,13.102906
472,-38.823628,-83.58860589000001,8,13.111859
473,-153.542552,-84.50238352000002,8,13.117861
474,-6.097549,-84.15583702000002,8,13.124862
475,-57.222479,-83.15727138000003,8,13.132845
476,-86.18751,-82.79662605000001,8,13.14214
477,-299.188544,-85.37113620000002,8,13.157826
478,-96.469392,-85.70023104000003,8,13.164657
479,-27.528648,-85.54300797000003,8,13.170673
480,-151.229717,-85.77699095000004,8,13.178798
481,-21.175292,-85.74449649000003,8,13.40173
482,-57.752221,-85.55219982000004,8,13.409484
483,-81.887185,-85.90775951000003,8,13.417506
484,-218.900833,-86.77582154000004,8,13.423988
485,-44.156903,-86.73518004000003,8,13.432015
486,-5.953118,-85.92434025000003,8,13.44013
487,-111.975055,-84.88358401000004,8,13.447129
488,-20.627648,-84.81056512000004,8,13.454241
489,-6.233444,-84.42086826000002,8,13.46785
490,-82.856844,-83.61253962000002,8,13.476883
491,-102.007257,-82.63260375000002,8,13.487807
492,-90.446842,-82.81036071,8,13.493549
493,-127.827864,-83.44247122,8,13.501115
494,-49.187965,-83.59730841000001,8,13.508693
495,-30.543029,-83.37036138000002,8,13.516237
496,-121.672697,-83.53806322,8,13.523998
497,-20.656406,-82.76131845,8,13.534493
498,-77.108492,-83.35781696999999,8,13.544438
499,-90.262649,-83.97141099999999,8,13.554058
500,-55.569573,-82.90414831,8,13.561712
501,-140.343599,-83.54828501,8,13.567903
502,-63.792272,-83.70238144000001,8,13.579063
503,-125.042593,-84.53595268000001,8,13.588058
504,-110.771361,-83.72868108,8,13.594729
505,-152.74013,-84.63292033000002,8,13.603353
506,-202.090778,-85.64262145000001,8,13.610637
507,-199.999286,-87.41350757000001,8,13.618983
508,-62.516084,-86.52109681000002,8,13.624843
509,-45.37399,-86.60060602000001,8,13.631235
510,-50.756959,-86.02686746,8,13.636588
511,-80.688467,-86.48116364000002,8,13.641934
512,-47.872931,-86.73511776000001,8,13.647236
513,-106.759323,-87.38998114000002,8,13.846395
514,-83.744776,-87.83635590000002,8,13.859454
515,-98.3927,-87.89903549000002,8,13.868121
516,-111.123996,-88.68000451000003,8,13.881562
517,-216.295986,-89.92026868000002,8,13.88912
518,-84.58572,-89.48938052000001,8,13.901212
519,-140.251609,-90.66859210000003,8,13.913235
520,-57.115299,-90.93999603000002,8,13.920241
521,-37.046902,-89.94561697000003,8,13.930067
522,-50.909625,-90.46802253000004,8,13.943053
523,-43.57545,-90.51045490000004,8,13.950704
524,-79.807417,-90.72050059000004,8,13.961142
525,-64.970236,-90.96552881000004,8,13.968142
526,-57.765048,-90.60492091000002,8,13.976142
527,-44.999618,-89.89802886000001,8,13.988146
528,-114.233956,-89.88686685,8,13.999206
529,-168.250024,-90.46078145000001,8,14.011755
530,-53.999305,-89.90464652,8,14.025982
531,-214.86906,-91.2163227,8,14.030542
532,-61.358987,-91.14623006,8,14.041442
533,-135.244738,-90.95361908999999,8,14.041442
534,-204.278305,-91.85285672999998,8,14.062837
535,-167.13946,-92.75511584999998,8,14.067841
536,-36.222181,-92.49439905999998,8,14.07507
537,-191.861978,-92.80050351999998,8,14.081063
538,-19.635439,-92.85556465999998,8,14.087064
539,-110.737717,-92.79407314999999,8,14.097067
540,-27.567635,-92.53639368999998,8,14.103063
541,-86.09056,-92.64308781,8,14.112419
542,-25.758164,-92.30027995,8,14.123296
543,-197.943865,-92.30889283,8,14.136463
544,-69.880986,-92.64649682999999,8,14.153164
545,-31.892725,-92.29164295999999,8,14.345245
546,-38.35681,-91.97545383999999,8,14.353761
547,-57.432584,-91.50527428,8,14.361511
548,-166.001612,-91.62726878,8,14.372487
549,-58.743472,-92.12851506999999,8,14.385115
550,-57.817151,-91.24197648999998,8,14.393116
551,6.243529,-90.31031583999999,8,14.399886
552,-57.241746,-90.29041686,8,14.410885
553,-79.196089,-90.53625500999999,8,14.416885
554,-65.146972,-90.78549656999999,8,14.424887
555,-183.96858,-92.06367637,8,14.431885
556,-66.475619,-91.56834081999999,8,14.437885
557,-100.78047,-91.33990539999999,8,14.444282
558,-57.122098,-90.61614752999998,8,14.45093
559,-132.99597,-91.08229971999998,8,14.459098
560,-95.186594,-91.63591625999997,8,14.465664
561,-44.445663,-90.77425821999998,8,14.47357
562,-124.224082,-90.74213954999998,8,14.480602
563,-63.457814,-90.59478760999997,8,14.491179
564,-92.184786,-90.64825139999998,8,14.502636
565,-84.874611,-89.00887109999996,8,14.509813
566,-183.346733,-90.26038800999997,8,14.516813
567,-82.209676,-90.41150943999997,8,14.523827
568,-161.433458,-90.88637790999998,8,14.531784
569,-154.168665,-92.15847700999997,8,14.53788
570,-133.140108,-92.68079486999997,8,14.541791
571,-47.197621,-91.90294030999996,8,14.541791
572,-224.978532,-93.76448934999995,8,14.555995
573,-28.049731,-92.50956113999993,8,14.565854
574,-110.633691,-93.55492255999992,8,14.572562
575,-63.841469,-93.62111245999994,8,14.579339
576,-56.899616,-93.32823351999994,8,14.584572
577,-203.433341,-92.37068148999994,8,14.752831
578,-22.117014,-91.62715770999992,8,14.759843
579,-68.536302,-92.03723424999993,8,14.766095
580,-205.639619,-92.58133326999992,8,14.774438
581,-139.679395,-93.76637429999991,8,14.781005
582,-27.799849,-93.46685057999991,8,14.788508
583,-31.101535,-92.95899407999993,8,14.795288
584,-40.138092,-91.17136666999991,8,14.802749
585,-25.13196,-90.98111723999993,8,14.813875
586,-132.479555,-92.24638160999993,8,14.819173
587,-96.558624,-92.09221729999992,8,14.826165
588,-135.829664,-93.24423745999994,8,14.832613
589,-77.087901,-93.95278202999994,8,14.843229
590,-9.064599,-93.21485957999994,8,14.851821
