episode,reward,rolling_reward,length,time
96,-84.835887,-106.53659548958329,8,0.409909
97,-53.231726,-105.98706075257728,8,0.417646
98,-55.448658,-105.47136276530607,8,0.419652
99,-67.872736,-105.0915786565656,8,0.421658
100,-113.13783,-105.17204116999994,8,0.421658
101,-79.717278,-104.09872358999993,8,0.425799
102,-58.1677,-102.80457488999993,8,0.430151
103,-53.433295,-101.69384660999995,8,0.435814
104,-110.128283,-101.03371962999994,8,0.435814
105,-223.210703,-100.40256560999995,8,0.435814
106,-96.970979,-100.89717068999995,8,0.435814
107,-92.473241,-101.22842089999995,8,0.435814
108,-78.239655,-99.98299338999993,8,0.446398
109,-120.03847,-98.50394741999993,8,0.446398
110,-155.365026,-99.50126326999992,8,0.453513
111,-200.670511,-100.99605916999994,8,0.455626
112,-105.791608,-101.18865471999992,8,0.455626
113,-162.186133,-101.80853414999993,8,0.462991
114,-39.265514,-101.89983723999993,8,0.47087
115,-149.282648,-103.22210382999992,8,0.47087
116,-88.379405,-102.80047891999992,8,0.478325
117,-1.501694,-101.98813739999993,8,0.485785
118,-24.950476,-100.81027770999992,8,0.485785
119,-34.256408,-100.07867703999992,8,0.490956
120,-91.645924,-100.74820621999991,8,0.496398
121,-65.523342,-100.44874024999991,8,0.502424
122,-112.321398,-100.6716082299999,8,0.505437
123,-105.301937,-98.95330483999992,8,0.507575
124,-96.299973,-98.9018630299999,8,0.512457
125,-98.96249,-99.62595481999989,8,0.52095
126,-44.925409,-99.6071547999999,8,0.809519
127,-35.369225,-99.3761379199999,8,0.825974
128,-128.447037,-99.78139018999991,8,0.843704
129,-57.381507,-98.34428501999992,8,0.857148
130,-23.999223,-98.16558983999992,8,0.87068
131,-164.27013,-99.55635015999992,8,0.879462
132,-148.088341,-99.11011991999995,8,0.887928
133,-42.923911,-99.32969662999994,8,0.900394
134,-127.429443,-99.87431996999996,8,0.907486
135,-117.656943,-100.14613090999995,8,0.915445
136,-120.322276,-99.57556596999997,8,0.921521
137,-54.421593,-98.74840006999997,8,0.931649
138,-59.102553,-97.47699321999998,8,0.935755
139,-132.553949,-97.66646563999997,8,0.950742
140,-27.401339,-97.41921610999997,8,0.955699
141,-59.832972,-96.86045240999997,8,0.977955
142,-54.335441,-96.23172398999995,8,0.987827
143,-37.137831,-95.22567408999996,8,0.996264
144,-201.268405,-96.15962721999996,8,1.006391
145,-56.68616,-95.46782230999996,8,1.01958
146,-128.772519,-95.94497510999996,8,1.027819
147,-57.011618,-95.86321803999995,8,1.037714
148,-231.857309,-97.50308058999995,8,1.057646
149,-45.755763,-96.50786456999995,8,1.070879
150,-99.57475,-96.99978131999995,8,1.08425
151,-185.373103,-98.17361476999994,8,1.093831
152,-34.285163,-96.79932715999996,8,1.108707
153,-227.933496,-97.15304744999996,8,1.123602
154,-50.376626,-96.79341514999994,8,1.133563
155,-40.021807,-96.67347958999993,8,1.142618
156,-46.289362,-96.44106428999993,8,1.148829
157,-137.797312,-95.80912870999992,8,1.167582
158,-93.405831,-96.16291360999992,8,1.175671
159,-57.243868,-96.57916220999992,8,1.185609
160,-156.118632,-96.42738065999993,8,1.195195
161,-162.308054,-95.57459270999992,8,1.212448
162,-3.823051,-93.86521228999993,8,1.222581
163,-101.65476,-94.55947209999994,8,1.231691
164,-94.968987,-93.75654181999992,8,1.244064
165,-41.410123,-93.74341479999993,8,1.257956
166,-96.265768,-94.37636003999991,8,1.268217
167,-29.913743,-94.1442905299999,8,1.277728
168,-106.628189,-94.3606838099999,8,1.290594
169,-150.216568,-94.0322592699999,8,1.30581
170,-82.937637,-93.46387376999992,8,1.319744
171,-62.818405,-92.67224186999992,8,1.329138
172,-113.94947,-93.34646074999992,8,1.339102
173,-115.531487,-93.05207829999992,8,1.352098
174,-21.262365,-92.57461459999993,8,1.36241
175,-33.591219,-91.46432205999992,8,1.371174
176,-126.860684,-92.13191694999992,8,1.379135
177,-268.614339,-93.71406262999992,8,1.399178
178,-321.529306,-95.89075451999992,8,1.406682
179,-150.156112,-96.76563937999993,8,1.415786
180,-89.757075,-97.00294552999992,8,1.423142
181,-63.999398,-96.78052647999992,8,1.437947
182,-121.100285,-97.53289911999993,8,1.443946
183,-102.651296,-96.67326159999993,8,1.455701
184,-148.430517,-96.55310081999994,8,1.466181
185,-115.384024,-97.34007435999996,8,1.479796
186,-108.356887,-97.26037541999996,8,1.490806
187,-224.620128,-99.04492185999997,8,1.502263
188,-86.748977,-98.64518381999997,8,1.510783
189,-218.454334,-100.64162693999997,8,1.529538
190,-134.889651,-100.77971516999996,8,1.545578
191,-118.448046,-100.98104633999996,8,1.554628
192,-23.056169,-100.24646566999995,8,1.563723
193,-66.081104,-100.07793635999995,8,1.575736
194,-170.273354,-101.80718131999997,8,1.587706
195,-23.648952,-100.04322238999995,8,1.598146
196,-9.543805,-99.29030156999995,8,1.607661
197,-70.348891,-99.46147321999996,8,1.619691
198,-100.414397,-99.91113060999996,8,1.625851
199,-84.227147,-100.07467471999996,8,1.636111
200,-121.93216,-100.16261801999997,8,1.644125
201,-74.395672,-100.10940195999997,8,1.655554
202,-297.552662,-102.50325157999998,8,1.671342
203,-88.113022,-102.85004884999996,8,1.678884
204,-79.267619,-102.54144220999997,8,1.685547
205,-63.879897,-100.94813414999997,8,1.70219
206,-148.528642,-101.46371077999997,8,1.710699
207,-77.187221,-101.31085057999996,8,1.720305
208,-59.202723,-101.12048125999998,8,1.726823
209,-52.191467,-100.44201122999999,8,1.739982
210,-75.041102,-99.63877198999998,8,1.74818
211,-82.614525,-98.45821212999999,8,1.755721
212,-199.397751,-99.39427356,8,1.769361
213,-71.480751,-98.48721974,8,1.783128
214,-24.549844,-98.34006303999999,8,1.79722
215,-37.389767,-97.22113422999999,8,1.806739
216,-150.144975,-97.83878992999999,8,1.815713
217,-124.189837,-99.06567135999998,8,1.824447
218,-61.549025,-99.43165684999998,8,1.834531
219,-76.838983,-99.85748259999998,8,1.855825
220,-23.436491,-99.17538826999998,8,1.869395
221,-100.107266,-99.52122750999999,8,1.885533
222,-120.813062,-99.60614414999998,8,1.891619
223,-133.300037,-99.88612514999998,8,1.901124
224,-39.369676,-99.31682218,8,1.907638
225,-27.056452,-98.5977618,8,1.919545
226,-73.817551,-98.88668322000001,8,1.927851
227,-75.970045,-99.29269142000001,8,1.939992
228,-69.285757,-98.70107862,8,1.949553
229,-66.891502,-98.79617857000001,8,1.959721
230,-83.256962,-99.38875596,8,1.968442
231,-172.804604,-99.4741007,8,1.97599
232,-15.903488,-98.15225217,8,1.985521
233,-88.004783,-98.60306089,8,2.00114
234,-49.126012,-97.82002657999999,8,2.009658
235,-158.770783,-98.23116497999999,8,2.018916
236,-102.994355,-98.05788577,8,2.024679
237,-10.263899,-97.61630883,8,2.040007
238,-154.792418,-98.57320747999998,8,2.052621
239,-67.53048,-97.92297278999999,8,2.067416
240,-83.842651,-98.48738591,8,2.075923
241,-41.654717,-98.30560335999999,8,2.089615
242,-176.808937,-99.53033832,8,2.101232
243,-145.542997,-100.61438998,8,2.112734
244,-49.707567,-99.09878159999998,8,2.129447
245,-42.532389,-98.95724388999999,8,2.141968
246,-70.265791,-98.37217660999998,8,2.150812
247,-71.307747,-98.51513789999998,8,2.160471
248,-23.008869,-96.42665349999999,8,2.171495
249,-218.303464,-98.15213051,8,2.18565
250,-81.824028,-97.97462329000001,8,2.196031
251,-141.35035,-97.53439576000002,8,2.206275
252,-54.59117,-97.73745583000002,8,2.220846
253,-147.972502,-96.93784589000002,8,2.237018
254,-63.05546,-97.06463423000002,8,2.245535
255,-32.205876,-96.98647492000003,8,2.255598
256,-54.957348,-97.07315478000004,8,2.264839
257,-63.744636,-96.33262802000003,8,2.276913
258,-144.501122,-96.84358093000003,8,2.285811
259,-87.973938,-97.15088163000001,8,2.294878
260,-44.208578,-96.03178109000002,8,2.304092
261,-9.94958,-94.50819635000003,8,2.320061
262,-43.960357,-94.90956941000005,8,2.329417
263,-36.350883,-94.25653064000004,8,2.339962
264,-67.098604,-93.97782681000004,8,2.355839
265,-82.28553,-94.38658088000004,8,2.370452
266,-103.478214,-94.45870534000005,8,2.379365
267,-87.377173,-95.03333964000007,8,2.389703
268,-78.53558,-94.75241355000007,8,2.402298
269,-49.418437,-93.74443224000008,8,2.415794
270,-119.563079,-94.11068666000007,8,2.426087
271,-92.138742,-94.40389003000006,8,2.439061
272,-104.530566,-94.30970099000005,8,2.44898
273,-51.78791,-93.67226522000004,8,2.461637
274,-100.448477,-94.46412634000004,8,2.475793
275,-77.442622,-94.90264037000004,8,2.485854
276,-144.944161,-95.08347514000005,8,2.498162
277,-94.095728,-93.33828903000006,8,2.519873
278,-23.862837,-90.36162434000005,8,2.532525
279,-52.199802,-89.38206124000004,8,2.544043
280,-94.329547,-89.42778596000004,8,2.548252
281,-10.432345,-88.89211543000003,8,2.569369
282,-86.569589,-88.54680847000003,8,2.583833
283,-59.363422,-88.11392973000004,8,2.590884
284,-27.372945,-86.90335401000002,8,2.605881
285,-62.149042,-86.37100419000001,8,2.617769
286,-134.478008,-86.6322154,8,2.626917
287,-72.049071,-85.10650482999999,8,2.636935
288,-85.707762,-85.09609268,8,2.645797
289,-159.738629,-84.50893563,8,2.663853
290,-78.292508,-83.9429642,8,2.672367
291,-82.59496,-83.58443334000002,8,2.681356
292,-65.657186,-84.01044351000002,8,2.690008
293,-113.383797,-84.48347044000002,8,2.705692
294,-137.902303,-84.15975993000002,8,2.715743
295,-63.923113,-84.56250154000003,8,2.72388
296,-100.353537,-85.47059886000005,8,2.732399
297,-31.048458,-85.07759453000004,8,2.743913
298,-43.820102,-84.51165158000003,8,2.752344
299,-161.629234,-85.28567245000004,8,2.761492
300,-139.943636,-85.46578721000003,8,2.769363
301,-61.366501,-85.33549550000004,8,2.779365
302,-118.816574,-83.54813462000004,8,2.79373
303,-187.23609,-84.53936530000004,8,2.804194
304,-129.55832,-85.04227231000004,8,2.817834
305,-54.270786,-84.94618120000003,8,2.831509
306,-162.061993,-85.08151471000002,8,2.840862
307,-70.335049,-85.01299299000001,8,2.851216
308,-156.741621,-85.98838197,8,2.859832
309,-30.986138,-85.77632868,8,2.873689
310,-140.765255,-86.43357021000001,8,2.883356
311,-92.515596,-86.53258092,8,2.891909
312,-30.51437,-84.84374711000001,8,2.903157
313,-119.408227,-85.32302187,8,2.915755
314,-77.243361,-85.84995704000002,8,2.937105
315,-35.226846,-85.82832783000002,8,2.945963
316,-43.669712,-84.76357520000003,8,2.955831
317,-28.290085,-83.80457768000004,8,2.972515
318,-41.424138,-83.60332881000004,8,2.981467
319,-106.35861,-83.89852508000004,8,2.992101
320,-153.961615,-85.20377632000003,8,3.003223
321,-44.731038,-84.65001404000003,8,3.015738
322,-136.013091,-84.80201433000003,8,3.023796
323,-60.801674,-84.07703070000004,8,3.033561
324,-22.362807,-83.90696201000003,8,3.043085
325,-19.358571,-83.82998320000003,8,3.067442
326,-108.690321,-84.17871090000003,8,3.079431
327,-162.870733,-85.04771778000003,8,3.101268
328,-126.157917,-85.61643938000003,8,3.115426
329,-35.552982,-85.30305418000002,8,3.133693
330,-253.51893,-87.00567386000003,8,3.146619
331,-50.095312,-85.77858094000001,8,3.168419
332,-172.102155,-87.34056761000002,8,3.183499
333,-84.739404,-87.30791382000001,8,3.197166
334,-51.210118,-87.32875488000002,8,3.206684
335,-129.088632,-87.03193337000002,8,3.217796
336,-72.969374,-86.73168356000002,8,3.225435
337,-68.700242,-87.31604699000003,8,3.239137
338,-115.080491,-86.91892772000003,8,3.248163
339,-53.468324,-86.77830616000003,8,3.263916
340,-127.947504,-87.21935469000002,8,3.273435
341,-187.274351,-88.67555103000002,8,3.29829
342,-202.978664,-88.93724830000002,8,3.308805
343,-73.039327,-88.21221160000003,8,3.315636
344,-15.292585,-87.86806178000002,8,3.325721
345,-97.062365,-88.41336154000003,8,3.340025
346,-21.782349,-87.92852712000001,8,3.350353
347,-101.759406,-88.23304371,8,3.35742
348,-94.456137,-88.94751639,8,3.369417
349,-142.243025,-88.18691199999999,8,3.381819
350,-191.28401,-89.28151181999998,8,3.391522
351,-144.288731,-89.31089562999998,8,3.404661
352,-135.928947,-90.12427339999998,8,3.420069
353,-33.876026,-88.98330863999998,8,3.432316
354,-136.762096,-89.72037499999999,8,3.440826
355,-59.790218,-89.99621841999999,8,3.45222
356,-80.999758,-90.25664251999999,8,3.459873
357,-217.735879,-91.79655494999999,8,3.472386
358,-130.921219,-91.66075591999999,8,3.479997
359,-294.932579,-93.73034233,8,3.485399
360,-123.493015,-94.52318670000001,8,3.498237
361,-77.651144,-95.20020233999999,8,3.509758
362,-36.836789,-95.12896666,8,3.517859
363,-110.203077,-95.86748860000002,8,3.531502
364,-180.216755,-96.99867011,8,3.546708
365,-148.042288,-97.65623769000001,8,3.557844
366,-73.590124,-97.35735679000001,8,3.569542
367,-279.936165,-99.28294670999999,8,3.578115
368,-47.553787,-98.97312878000001,8,3.585693
369,-140.980727,-99.88875168,8,3.600262
370,-55.420976,-99.24733065000001,8,3.607829
371,-102.965405,-99.35559728000003,8,3.615542
372,-121.263745,-99.52292907000003,8,3.625647
373,-49.962077,-99.50467074000004,8,3.640171
374,-143.00845,-99.93027047000004,8,3.647778
375,-91.474319,-100.07058744000004,8,3.655827
376,-52.96964,-99.15084223000004,8,3.665508
377,-221.045934,-100.42034429000003,8,3.681925
378,-59.565147,-100.77736739000002,8,3.691596
379,-35.646459,-100.61183396000003,8,3.701208
380,-38.188994,-100.05042843000003,8,3.707748
381,-54.413992,-100.49024490000004,8,3.720669
382,-101.685622,-100.64140523000003,8,3.729472
383,-37.282724,-100.42059825000004,8,3.738106
384,-41.039344,-100.55726224000006,8,3.746105
385,-102.719868,-100.96297050000007,8,3.75964
386,-71.359211,-100.33178253000007,8,3.770372
387,-56.926986,-100.18056168000008,8,3.776886
388,-74.846895,-100.07195301000009,8,3.78556
389,-25.860309,-98.73316981000009,8,3.804237
390,-166.391168,-99.61415641000009,8,3.812765
391,-122.426532,-100.01247213000008,8,3.820855
392,-244.208422,-101.79798449000008,8,3.831601
393,-32.193261,-100.98607913000006,8,3.842108
394,-55.782266,-100.16487876000006,8,3.848579
395,-129.101048,-100.81665811000006,8,3.855715
396,-45.720727,-100.27033001000005,8,3.872648
397,-33.695188,-100.29679731000006,8,3.881664
398,-141.565085,-101.27424714000006,8,3.89101
399,-127.220797,-100.93016277000007,8,3.902294
400,-68.501239,-100.21573880000005,8,3.909977
401,-90.897852,-100.51105231000005,8,3.92286
402,-119.640401,-100.51929058000005,8,3.937287
403,-41.909397,-99.06602365000005,8,3.946102
404,-67.511813,-98.44555858000004,8,3.956248
405,-148.309731,-99.38594803000004,8,3.967658
406,-41.130793,-98.17663603000004,8,3.976275
407,-47.763246,-97.95091800000006,8,3.987661
408,-118.048835,-97.56399014000006,8,3.997206
409,-55.582565,-97.80995441000006,8,4.007726
410,-186.977631,-98.27207817000006,8,4.015809
411,-35.661643,-97.70353864000006,8,4.025674
412,-83.810631,-98.23650125000006,8,4.035526
413,-48.037015,-97.52278913000005,8,4.048118
414,-86.876581,-97.61912133000006,8,4.061563
415,-80.773105,-98.07458392000007,8,4.071605
416,-72.29208,-98.36080760000004,8,4.079356
417,-64.080592,-98.71871267000004,8,4.090521
418,-124.519795,-99.54966924000004,8,4.104471
419,-52.916402,-99.01524716000006,8,4.112816
420,-89.771326,-98.37334427000005,8,4.120581
421,-130.814571,-99.23417960000006,8,4.135516
422,-134.524488,-99.21929357000005,8,4.144132
423,-50.897592,-99.12025275000003,8,4.156596
424,-82.798834,-99.72461302000004,8,4.166495
425,-63.207121,-100.16309852000002,8,4.177053
426,-49.337676,-99.56957207,8,4.185495
427,-51.325814,-98.45412288000001,8,4.202572
428,-64.613728,-97.83868099000001,8,4.211302
429,-138.987394,-98.87302511000001,8,4.225612
430,-38.735316,-96.72518897000002,8,4.236734
431,-136.143596,-97.58567181000002,8,4.244825
432,-102.372422,-96.88837448000002,8,4.253118
433,-63.446942,-96.67544986000003,8,4.265793
434,-91.863265,-97.08198133000002,8,4.275572
435,-36.937696,-96.16047197000002,8,4.285666
436,-78.21824,-96.21296063000001,8,4.296149
437,-182.806283,-97.35402104,8,4.310071
438,-68.167237,-96.8848885,8,4.323668
439,-127.720835,-97.62741361,8,4.337723
440,-105.232976,-97.40026833,8,4.344732
441,-58.61303,-96.11365512,8,4.356517
442,-97.913456,-95.06300304,8,4.364857
443,-41.400596,-94.74661572999999,8,4.373376
444,-67.437091,-95.26806078999999,8,4.381827
445,-123.83915,-95.53582864,8,4.39403
446,-99.381753,-96.31182268,8,4.40323
447,-162.228332,-96.91651194000002,8,4.410752
448,-127.321472,-97.24516529000002,8,4.420881
449,-98.303065,-96.80576569000003,8,4.437069
450,-169.684598,-96.58977157000002,8,4.446122
451,-107.583588,-96.22272014000002,8,4.457525
452,-55.494305,-95.41837372000002,8,4.475779
453,-160.702493,-96.68663839000003,8,4.491517
454,-34.28187,-95.66183613000003,8,4.508081
455,-224.121071,-97.30514466000002,8,4.519053
456,-64.073414,-97.13588122000003,8,4.530584
457,-91.217039,-95.87069282000002,8,4.548098
458,-143.163734,-95.99311797000001,8,4.559598
459,-123.776854,-94.28156072000002,8,4.572458
460,-92.277081,-93.96940138000002,8,4.585665
461,-159.633105,-94.78922099000003,8,4.598367
462,-44.317991,-94.86403301000001,8,4.605426
463,-44.235186,-94.20435410000002,8,4.620748
464,-68.806171,-93.09024826000002,8,4.635723
465,-113.751989,-92.74734527000003,8,4.650072
466,-68.487585,-92.69631988000003,8,4.663102
467,-66.782658,-90.56478481000003,8,4.673671
468,-138.982074,-91.47906768000003,8,4.685783
469,-150.150061,-91.57076102000002,8,4.698231
470,-67.968985,-91.69624111000003,8,4.705878
471,-43.914944,-91.10573650000002,8,4.721106
472,-59.278217,-90.48588122000001,8,4.735692
473,-102.702047,-91.01328092000001,8,4.752195
474,-36.66377,-89.94983412000002,8,4.761534
475,-176.85966,-90.80368753,8,4.776402
476,-123.362349,-91.50761462000003,8,4.787428
477,-131.297215,-90.61012743000003,8,4.805671
478,-101.91547,-91.03363066000003,8,4.819671
479,-103.735623,-91.71452230000004,8,4.830151
480,-52.491206,-91.85754442000005,8,4.839759
481,-85.398736,-92.16739186000004,8,4.853861
482,-70.883458,-91.85937022000003,8,4.863023
483,-168.457665,-93.17111963000004,8,4.871414
484,-56.971211,-93.33043830000003,8,4.879827
485,-29.966751,-92.60290713000002,8,4.896504
486,-198.506255,-93.87437757000002,8,4.905645
487,-76.148705,-94.06659476,8,4.915629
488,-13.832314,-93.45644895,8,4.920748
489,-80.424593,-94.00209179,8,4.941862
490,-163.89809,-93.97716101,8,4.955432
491,-96.591383,-93.71880952000001,8,4.964355
492,-25.634025,-91.53306555,8,4.973615
493,-188.914243,-93.10027537,8,4.988883
494,-124.127837,-93.78373108,8,5.002208
495,-71.778527,-93.21050586999999,8,5.010928
496,-1.215763,-92.76545623,8,5.021666
497,-99.78673,-93.42637165000001,8,5.029933
498,-80.93806,-92.8201014,8,5.044998
499,-201.156731,-93.55946073999999,8,5.054546
500,-96.240845,-93.8368568,8,5.064564
501,-81.087087,-93.73874915,8,5.079181
502,-142.745611,-93.96980125,8,5.100068
503,-165.119979,-95.20190707,8,5.11788
504,-165.368932,-96.18047826,8,5.125778
505,-61.286516,-95.31024611000001,8,5.140844
506,-174.305651,-96.64199469,8,5.153102
507,-120.88316,-97.37319383,8,5.165051
508,-196.94096,-98.16211508,8,5.171472
509,-46.279957,-98.069089,8,5.187806
510,-64.360371,-96.84291640000001,8,5.187806
511,-33.573054,-96.82203051000002,8,5.202871
512,-80.576666,-96.78969086000002,8,5.209938
513,-96.230677,-97.27162748000002,8,5.225799
514,-93.222985,-97.33509152000002,8,5.241105
515,-148.543394,-98.01279441000003,8,5.252291
516,-23.50387,-97.52491231000003,8,5.261811
517,-48.942172,-97.37352811000002,8,5.274134
518,-121.284629,-97.34117645000002,8,5.285525
519,-30.471129,-97.11672372000001,8,5.292722
520,-155.54803,-97.77449076,8,5.304645
521,-57.132073,-97.03766578000001,8,5.315644
522,-123.534815,-96.92776905000002,8,5.323722
523,-151.308338,-97.93187651000004,8,5.338154
524,-121.11237,-98.31501187000005,8,5.347714
525,-102.292541,-98.70586607000007,8,5.361287
526,-107.864648,-99.29113579000008,8,5.372455
527,-41.765339,-99.19553104000008,8,5.389596
528,-51.093715,-99.06033091000009,8,5.402369
529,-35.230877,-98.02276574000008,8,5.415793
530,-124.463736,-98.88004994000008,8,5.425825
531,-123.824743,-98.75686141000007,8,5.436002
532,-60.946215,-98.34259934000006,8,5.450102
533,-87.497489,-98.58310481000007,8,5.467447
534,-57.714842,-98.24162058000006,8,5.476966
535,-147.506025,-99.34730387000005,8,5.488284
536,-122.644049,-99.79156196000005,8,5.499228
537,-107.444443,-99.03794356000006,8,5.515768
538,-22.770003,-98.58397122000005,8,5.625414
539,-30.322731,-97.60999018000005,8,5.646153
540,-42.423277,-96.98189319000006,8,5.662883
541,-184.140824,-98.23717113000006,8,5.683891
542,-95.156591,-98.20960248000007,8,5.69413
543,-58.408492,-98.37968144000007,8,5.705912
544,-110.597987,-98.81129040000008,8,5.720484
545,-21.160921,-97.78450811000008,8,5.738146
546,-41.553315,-97.20622373000008,8,5.748214
547,-72.100836,-96.30494877000007,8,5.757852
548,-68.898743,-95.72072148000007,8,5.769423
549,-33.356046,-95.07125129000008,8,5.787546
550,-21.075972,-93.58516503000008,8,5.800622
551,-91.143843,-93.42076758000009,8,5.809705
552,-60.550475,-93.47132928000008,8,5.838151
553,-134.304349,-93.20734784000007,8,5.974569
554,-102.373758,-93.88826672000006,8,5.981876
555,-139.838633,-93.04544234000006,8,5.990541
556,-204.170661,-94.44641481000006,8,6.003319
557,-110.439094,-94.63863536000007,8,6.015779
558,-117.659387,-94.38359189000006,8,6.020495
559,-87.05061,-94.01632945000007,8,6.033534
560,-106.662487,-94.16018351000007,8,6.042231
561,-57.097343,-93.13482589000004,8,6.048108
562,-152.466151,-94.21630749000005,8,6.065641
563,-145.648426,-95.23043989000006,8,6.07573
564,-130.475335,-95.84713153000004,8,6.08954
565,-74.098557,-95.45059721000003,8,6.105371
566,-60.93444,-95.37506576000004,8,6.116411
567,-38.849674,-95.09573592000002,8,6.12566
568,-92.168566,-94.62760084000003,8,6.136114
569,-117.185129,-94.29795152000003,8,6.148197
570,-87.917211,-94.49743378000002,8,6.155825
571,-60.741239,-94.66569673000004,8,6.166488
572,-45.380093,-94.52671549000004,8,6.174583
573,-59.037524,-94.09007026000003,8,6.185836
574,-94.878075,-94.67221331000005,8,6.199316
575,-152.725979,-94.43087650000005,8,6.206923
576,-44.468513,-93.64193814000005,8,6.215894
577,-88.019141,-93.20915740000005,8,6.233593
578,-59.562187,-92.78562457000005,8,6.24238
579,-198.769912,-93.73596746000004,8,6.250292
580,-81.514442,-94.02619982000004,8,6.259886
581,-82.23603,-93.99457276000004,8,6.273513
582,-200.974503,-95.29548321000004,8,6.28172
583,-44.217771,-94.05308427000004,8,6.291862
584,-36.887479,-93.85224695000005,8,6.303335
585,-147.951978,-95.03209922000003,8,6.31568
586,-77.248211,-93.81951878000004,8,6.321718
587,-20.47622,-93.26279393000004,8,6.329721
