#{"t_start": 1779523575.4009054, "env_id": "None"}
r,l,t
-19.643313,8,159.205734
-28.200812,8,159.219738
-31.881392,8,159.229737
-1.305032,8,159.240455
-17.274766,8,159.254734
1.821611,8,159.268738
4.899586,8,159.277738
-7.794376,8,159.293931
-47.181843,8,159.299134
-47.308273,8,159.316561
5.625345,8,159.325559
-106.281907,8,159.334323
-15.666528,8,159.342324
-97.900339,8,159.358235
2.597507,8,159.369485
-37.678516,8,159.378485
-54.02061,8,159.389354
-23.321311,8,159.399647
-12.472444,8,159.399647
-45.894754,8,159.425513
-5.814019,8,159.436534
-4.289,8,159.448986
-61.2272,8,159.451284
6.500654,8,159.473358
-94.188115,8,159.482298
-85.545399,8,159.494406
3.677582,8,159.505239
-26.831591,8,159.515424
-67.44987,8,159.524527
4.266283,8,159.538419
4.987549,8,159.547329
-9.136198,8,159.557148
-31.298421,8,159.571479
9.634844,8,159.587427
-41.294377,8,159.595432
-142.083583,8,159.605364
1.575566,8,159.6155
-25.344067,8,159.627517
-39.415686,8,159.637406
-14.209424,8,159.647406
-118.578296,8,159.651228
-54.00858,8,159.668426
-98.279268,8,159.676426
2.139426,8,159.685335
-21.218019,8,159.702603
4.809077,8,159.713278
-5.23491,8,159.725242
-27.830666,8,159.735086
-62.254408,8,159.74583
3.353043,8,159.755087
-32.26805,8,159.769505
-122.683112,8,159.771923
-25.885971,8,159.789726
-3.073377,8,159.802771
-45.25127,8,159.812321
-38.935472,8,159.827118
-156.264174,8,159.838427
-16.287506,8,159.85634
6.808663,8,159.867401
-10.518783,8,159.905455
-68.856071,8,159.923028
-33.899676,8,159.938442
2.586764,8,159.946524
-232.654379,8,159.954277
-16.169063,8,159.966781
-5.712555,8,159.97677
1.614095,8,159.986447
-13.841309,8,159.995462
-16.529476,8,160.00491
-72.955882,8,160.021668
-10.953182,8,160.030657
-26.193194,8,160.041497
-97.193988,8,160.05427
-22.154039,8,160.070925
-90.373876,8,160.088645
-0.274313,8,160.103138
-42.552973,8,160.116032
-28.003893,8,160.129124
0.622205,8,160.140643
-34.736401,8,160.151254
-6.575341,8,160.154252
-21.097034,8,160.17542
-9.878618,8,160.193415
-61.410805,8,160.204852
-38.004351,8,160.21547
-0.385634,8,160.22972
-18.005494,8,160.242413
-2.135425,8,160.252886
-15.742703,8,160.262886
7.744685,8,160.276884
-63.707216,8,160.29158
6.00282,8,160.305723
-5.980522,8,160.318513
-96.304983,8,160.343317
-73.447186,8,160.35978
-39.160887,8,160.368841
0.394288,8,160.377841
-7.287781,8,160.389424
-1.3519,8,160.402631
-37.385581,8,160.41263
-139.662287,8,160.421925
-3.34221,8,160.436216
-71.694246,8,160.447212
-25.285452,8,160.459113
3.660445,8,160.468457
-10.713617,8,160.483093
-23.544023,8,160.494394
-1.802979,8,160.509538
-2.482147,8,160.521825
-17.135069,8,160.538799
3.163895,8,160.550104
-38.110943,8,160.560921
5.47288,8,160.572732
-28.988245,8,160.588088
3.368921,8,160.599356
1.707549,8,160.609816
7.263543,8,160.621938
-9.620926,8,160.640314
3.484227,8,160.652753
-7.25131,8,160.667418
-32.018448,8,160.67198
-0.329345,8,160.690679
-32.372296,8,160.70376
-29.541694,8,160.71602
-6.396533,8,160.726114
-16.847495,8,160.738835
-52.056992,8,160.752766
6.106539,8,160.762764
-129.315457,8,160.773764
-6.803503,8,160.786562
-21.999612,8,160.797505
-5.255542,8,160.804867
-15.332616,8,160.823535
-26.373493,8,160.836424
-22.280081,8,160.844424
-1.13223,8,160.853705
-57.365105,8,160.862918
-21.709466,8,160.879429
-68.349698,8,160.888429
-86.265862,8,160.896428
-1.284693,8,160.908181
-0.756339,8,160.923431
-7.708712,8,160.93143
-0.414087,8,160.938907
-20.175713,8,160.955764
-62.224016,8,160.972758
-63.845888,8,160.989596
5.030098,8,161.000958
-10.317548,8,161.010958
-97.55881,8,161.025701
-27.792837,8,161.032702
-156.859145,8,161.032702
-17.920917,8,161.055209
11.504178,8,161.074439
-1.085117,8,161.093125
-22.014037,8,161.105016
-2.94124,8,161.115717
-27.66627,8,161.135885
-26.731125,8,161.145918
-67.503602,8,161.157665
-26.053041,8,161.168849
-53.477186,8,161.182851
-58.482602,8,161.192216
4.622698,8,161.207212
-18.268466,8,161.220606
-23.756719,8,161.236447
-47.265104,8,161.245449
-87.337836,8,161.249037
0.46567,8,161.269417
-4.447831,8,161.291419
-13.297475,8,161.302094
-52.445339,8,161.302094
4.142486,8,161.328436
5.999223,8,161.335113
-84.982028,8,161.354792
-14.24366,8,161.362792
-17.336554,8,161.373789
0.774684,8,161.384122
0.24358,8,161.39716
-42.999468,8,161.407177
-0.643064,8,161.418405
5.556108,8,161.434405
-56.370446,8,161.447409
-36.561612,8,161.4592
-74.087199,8,161.470454
5.915806,8,161.484909
-56.852283,8,161.494954
5.269921,8,161.503788
-1.404516,8,161.512788
-8.406742,8,161.526802
2.183953,8,161.538172
2.849549,8,161.551129
5.997774,8,161.561168
-119.487415,8,161.573416
-3.105871,8,161.586754
1.535265,8,161.599784
1.419278,8,161.609781
1.202636,8,161.623778
-20.131421,8,161.632648
-30.471721,8,161.635456
-32.445396,8,161.657901
-20.806528,8,161.671503
-39.722228,8,161.679514
-0.482685,8,161.692544
-29.154222,8,161.704794
-24.219198,8,161.717813
-19.752854,8,161.727829
5.537358,8,161.743245
-51.003046,8,161.755011
-52.214585,8,161.771478
-75.255517,8,161.780482
-113.805342,8,161.792162
-32.867632,8,161.800072
-15.315914,8,161.817486
6.446564,8,161.829458
2.9774,8,161.836481
-10.264131,8,161.851844
-2.355598,8,161.865471
-19.310654,8,161.876479
-13.211992,8,161.893167
-63.931346,8,161.906505
-16.108632,8,161.91764
-32.571266,8,161.928624
-44.269386,8,161.940674
-25.193045,8,161.950732
-8.866327,8,161.96461
0.501666,8,161.975501
-28.14646,8,161.990207
-116.265935,8,161.998926
1.615072,8,162.013845
8.590359,8,162.025573
-86.787864,8,162.036657
-2.053271,8,162.051692
-43.353206,8,162.066484
8.920533,8,162.07749
-1.288376,8,162.085275
-169.215089,8,162.098782
-72.559745,8,162.118618
-13.323489,8,162.129615
-21.570373,8,162.13925
8.361794,8,162.15005
-19.724695,8,162.16305
5.531837,8,162.173054
3.613529,8,162.182927
-68.37708,8,162.197891
-1.674651,8,162.210042
5.575186,8,162.221469
-146.664312,8,162.230468
-7.149523,8,162.232463
0.948179,8,162.251118
-19.760406,8,162.261155
-50.273207,8,162.271439
-14.811212,8,162.279439
-29.490789,8,162.293406
-17.465818,8,162.303129
5.868407,8,162.311158
-6.176457,8,162.321448
-59.797636,8,162.342373
-33.821985,8,162.353171
-64.888871,8,162.363208
3.261071,8,162.373951
-22.147435,8,162.389417
3.335359,8,162.403266
-15.558966,8,162.405275
11.294806,8,162.424513
-34.020306,8,162.438456
-75.044946,8,162.453457
-3.60324,8,162.462169
-23.814389,8,162.475718
-79.869625,8,162.493396
-58.935508,8,162.503376
-19.735129,8,162.51141
-95.185255,8,162.521449
-65.186587,8,162.536609
0.711614,8,162.548815
-82.154146,8,162.562609
5.249498,8,162.573781
-90.878096,8,162.586423
-38.610863,8,162.596425
-1.632795,8,162.607362
-10.59383,8,162.61755
-49.343577,8,162.738457
1.130357,8,162.749063
-170.637626,8,162.762818
0.532744,8,162.77882
-39.663109,8,162.793817
-65.023571,8,162.808817
-25.409468,8,162.821172
-26.142473,8,162.83674
-20.46262,8,162.853002
-128.791134,8,162.863822
-99.214604,8,162.876835
-13.898954,8,162.891435
-52.119738,8,162.908888
-35.083403,8,162.925811
-2.218775,8,162.938734
-53.06327,8,162.951838
-78.812955,8,162.968561
-2.186517,8,162.982779
-86.2907,8,162.993776
-1.748515,8,163.006875
-6.666664,8,163.021033
-37.06782,8,163.031017
-1.313118,8,163.044224
-48.488734,8,163.050705
-14.542073,8,163.064024
-25.603299,8,163.064024
-35.327895,8,163.083845
-19.958952,8,163.103903
-16.276786,8,163.125001
-81.109526,8,163.137276
-53.237816,8,163.148458
-17.55433,8,163.158988
1.371001,8,163.172889
-1.305931,8,163.180885
2.934969,8,163.19055
-13.755429,8,163.198561
3.21656,8,163.206179
-40.875606,8,163.220326
-43.977685,8,163.238289
-6.744039,8,163.25329
-67.132002,8,163.266614
3.843701,8,163.277553
-37.295213,8,163.290557
3.380108,8,163.304828
-14.434616,8,163.320916
-1.539662,8,163.336986
4.196755,8,163.353831
-72.925367,8,163.371094
-13.393068,8,163.387333
2.83636,8,163.399166
-22.867424,8,163.413954
-11.689511,8,163.429873
-14.16909,8,163.443825
-0.229196,8,163.459975
-9.489586,8,163.466301
-78.383346,8,163.482988
-25.4126,8,163.503397
-23.772701,8,163.513854
-64.912519,8,163.527349
-48.432042,8,163.54116
-58.277839,8,163.560109
-3.507371,8,163.575916
-25.962396,8,163.587901
-48.21039,8,163.606002
-0.425676,8,163.623019
-3.15853,8,163.634708
3.129954,8,163.646765
-2.819013,8,163.65988
-93.850702,8,163.682141
-43.822608,8,163.694321
-25.370836,8,163.70339
2.483958,8,163.720688
-95.35872,8,163.734797
-53.130269,8,163.745802
-21.487932,8,163.757682
-77.728356,8,163.768172
-23.660197,8,163.788797
-16.886228,8,163.799238
3.387595,8,163.809564
-38.674129,8,163.820046
-6.027291,8,163.833415
4.582899,8,163.844914
-22.753288,8,163.854478
-54.377232,8,163.864489
-10.546252,8,163.877099
-1.612788,8,163.887055
-0.035167,8,163.902321
-35.577313,8,163.911891
0.493211,8,163.92978
-71.344478,8,163.940959
-4.094757,8,163.951308
-23.243342,8,163.960649
-4.133414,8,164.021758
1.63204,8,164.036273
-92.305066,8,164.046324
-15.630071,8,164.056773
-65.532217,8,164.072081
-23.859511,8,164.082136
1.438209,8,164.093724
-102.747261,8,164.107813
-29.958667,8,164.123977
4.73083,8,164.139362
5.308042,8,164.153277
4.527337,8,164.164274
-25.015313,8,164.177454
-62.427891,8,164.189294
1.816459,8,164.198924
-19.297714,8,164.210921
-3.848865,8,164.217252
-79.530925,8,164.230295
-25.268993,8,164.246365
-57.271804,8,164.257067
-98.766088,8,164.272867
2.445682,8,164.287628
-25.721456,8,164.301639
-37.336495,8,164.318745
8.623161,8,164.340437
-1.852572,8,164.351261
-43.766834,8,164.36026
5.005491,8,164.371258
-38.715829,8,164.384256
-25.788505,8,164.395254
2.404715,8,164.406856
-44.905865,8,164.417613
-5.370355,8,164.432853
-15.894924,8,164.450849
-15.041223,8,164.467705
-6.722056,8,164.473856
-34.047904,8,164.496541
-115.450141,8,164.502236
-11.47698,8,164.520514
-2.980712,8,164.532217
-19.127215,8,164.539238
-96.090934,8,164.557681
-34.061427,8,164.574503
-42.380049,8,164.586951
-85.532438,8,164.60184
0.044724,8,164.614482
-61.357029,8,164.632266
-9.161621,8,164.638275
-7.644789,8,164.658797
-14.592104,8,164.672534
-14.151444,8,164.683683
3.825345,8,164.691693
1.016362,8,164.699678
-0.788678,8,164.699678
-44.487727,8,164.715744
-4.284881,8,164.715744
-9.451997,8,164.731788
-16.118461,8,164.747887
-25.724018,8,164.759943
-5.422168,8,164.763697
1.338711,8,164.779444
-14.146234,8,164.797426
-22.02802,8,164.797426
5.664447,8,164.813444
-15.38137,8,164.834468
-11.559321,8,164.845025
-20.952298,8,164.849033
-0.915012,8,164.859
-99.507884,8,164.874832
3.262389,8,164.886378
-16.36383,8,164.899793
-33.21071,8,164.907877
-1.818821,8,164.921606
-71.317654,8,164.921606
-11.719247,8,164.944992
-7.623521,8,164.955007
-59.410021,8,164.968793
3.484317,8,164.976881
0.981287,8,164.990534
6.073399,8,165.003885
-51.232039,8,165.017748
8.749252,8,165.017748
-17.142088,8,165.033766
-94.310325,8,165.033766
-52.228241,8,165.05424
-52.201291,8,165.070087
-13.179695,8,165.07944
-91.444135,8,165.07944
2.232125,8,165.113065
8.093009,8,165.128443
-13.435881,8,165.142401
1.941454,8,165.154105
-15.947504,8,165.166105
-32.419351,8,165.177103
-6.110072,8,165.183134
0.929203,8,165.183134
-79.683148,8,165.207372
-79.195055,8,165.227124
-26.599561,8,165.243217
-23.13828,8,165.255109
-0.504432,8,165.267553
-55.393834,8,165.271103
-68.099237,8,165.286188
-26.880759,8,165.299863
-42.470716,8,165.312548
-21.134778,8,165.324073
-0.886881,8,165.334166
-42.855058,8,165.345891
-11.970387,8,165.351745
-3.219191,8,165.374601
-7.481507,8,165.391505
-25.356156,8,165.402108
-105.180893,8,165.419566
-10.808918,8,165.419566
-15.153152,8,165.435945
-11.643073,8,165.452588
-16.650226,8,165.467086
6.281239,8,165.483633
-13.411834,8,165.483633
-20.401678,8,165.504849
-28.395225,8,165.516579
11.314665,8,165.533886
-20.006823,8,165.538685
-22.985263,8,165.550514
-34.33857,8,165.569321
1.161054,8,165.569321
9.56321,8,165.589115
-9.380909,8,165.600386
5.501354,8,165.617116
-32.359251,8,165.62962
-7.160242,8,165.633186
-58.36876,8,165.633186
2.456317,8,165.661082
-0.677543,8,165.671976
-16.35375,8,165.692516
-4.783988,8,165.709244
-25.348384,8,165.72356
-12.396921,8,165.740342
-0.572826,8,165.755014
-2.814284,8,165.768767
-93.505935,8,165.78957
1.664501,8,165.818705
-23.898435,8,165.841917
0.712876,8,165.872575
-16.952842,8,165.889404
-50.436938,8,165.911217
-11.104649,8,165.941454
-33.409123,8,165.981042
-22.474369,8,166.010178
-68.388914,8,166.04185
-29.145729,8,166.064467
3.252352,8,166.087177
-52.686472,8,166.120782
-34.292816,8,166.153511
-0.03334,8,166.169585
2.917621,8,166.185412
-98.324893,8,166.203307
-50.816792,8,166.22344
-4.949669,8,166.245353
-21.083748,8,166.270436
-10.137623,8,166.30161
-13.016145,8,166.325752
-58.359472,8,166.341327
1.601399,8,166.363195
-59.127336,8,166.389439
-6.322413,8,166.407563
2.911886,8,166.425856
-100.973777,8,166.44186
-242.054415,8,166.45558
-3.144333,8,166.472562
4.146849,8,166.482407
-37.17493,8,166.505496
3.164377,8,166.525729
-144.596986,8,166.540463
-89.339905,8,166.554458
-10.36617,8,166.567666
-73.092138,8,166.583987
-44.014221,8,166.595116
-0.89253,8,166.605912
-19.274764,8,166.620884
-79.309483,8,166.638665
-3.026865,8,166.650858
3.598558,8,166.663537
1.12124,8,166.677822
0.859132,8,166.839963
1.655196,8,166.855428
-110.90143,8,166.864428
0.625908,8,166.876122
-10.441327,8,166.891775
-8.261457,8,166.901883
-15.664967,8,166.915596
-18.458996,8,166.936668
0.374849,8,166.950944
-70.988733,8,166.967161
-15.98349,8,166.979928
7.060187,8,166.994159
-122.454347,8,167.011548
-34.555707,8,167.026605
-14.976551,8,167.03761
-42.339241,8,167.049948
-85.321381,8,167.064956
7.939289,8,167.081059
-43.818686,8,167.091337
-0.458673,8,167.10026
-24.904054,8,167.115262
-11.086652,8,167.125238
-59.809452,8,167.136491
-20.784584,8,167.146529
-42.750741,8,167.160851
-2.686957,8,167.183006
-23.620503,8,167.194649
3.826051,8,167.206942
-2.987537,8,167.222887
1.104984,8,167.237887
10.395395,8,167.259034
-19.018726,8,167.272646
-10.466619,8,167.289474
-115.524911,8,167.312972
-21.387875,8,167.331232
8.516204,8,167.352952
-20.240857,8,167.375151
-24.58101,8,167.399861
-87.937624,8,167.422502
-100.090347,8,167.439199
-22.683757,8,167.456752
-94.667523,8,167.470752
4.151863,8,167.483441
-92.326575,8,167.493441
-1.617994,8,167.510469
5.310513,8,167.528021
-108.840306,8,167.54133
-2.15022,8,167.56103
-85.382319,8,167.588324
-7.818753,8,167.606178
-69.861071,8,167.626284
-20.34215,8,167.648283
-38.641665,8,167.665718
-13.145434,8,167.682211
-16.161543,8,167.701387
-13.371998,8,167.71875
-39.206615,8,167.744904
-65.405088,8,167.756901
-0.670373,8,167.770127
-96.371608,8,167.784525
-6.701508,8,167.800994
-5.999938,8,167.813993
9.909667,8,167.829015
-0.417949,8,167.844767
-18.987547,8,167.864021
1.126703,8,167.877607
-2.203975,8,167.891693
-96.601665,8,167.902936
6.034878,8,167.918803
1.973371,8,167.933335
6.259993,8,167.945336
-25.60486,8,167.966365
-18.31489,8,167.987924
-46.687742,8,168.002807
-64.044802,8,168.012812
6.461337,8,168.029923
-23.268329,8,168.047923
-228.479684,8,168.12259
2.938266,8,168.133429
-3.84211,8,168.144423
-6.201085,8,168.157773
-16.583033,8,168.165552
-108.356641,8,168.165552
-4.438789,8,168.19021
5.231228,8,168.199482
0.930628,8,168.215638
1.456113,8,168.225686
-88.222476,8,168.241309
-30.190592,8,168.258452
-33.735945,8,168.26812
-1.493491,8,168.280764
-2.686397,8,168.294304
-48.336205,8,168.310002
-65.45191,8,168.323769
-24.582512,8,168.337792
-29.828512,8,168.349128
-15.965846,8,168.365705
-26.919346,8,168.373264
-20.387025,8,168.388592
-25.339111,8,168.402263
-41.830398,8,168.427945
-39.709192,8,168.441759
-19.092066,8,168.457574
-17.780782,8,168.470176
-72.858648,8,168.487996
-3.308414,8,168.497886
-14.704912,8,168.509939
-95.592675,8,168.528685
-19.017001,8,168.548549
7.658638,8,168.564363
-58.622864,8,168.580181
-42.337647,8,168.591982
-38.398463,8,168.613831
5.669129,8,168.633869
-26.927872,8,168.647658
-1.064541,8,168.663466
-11.885954,8,168.679265
-52.759314,8,168.689061
2.576542,8,168.699106
-2.249114,8,168.710449
-15.593032,8,168.726359
0.233419,8,168.7457
-3.120928,8,168.758622
-17.729919,8,168.768411
7.880555,8,168.784178
2.906286,8,168.799838
-63.050682,8,168.809873
-28.162073,8,168.821647
1.670355,8,168.829401
2.4681,8,168.849238
-16.672957,8,168.858731
3.854004,8,168.870775
-6.101168,8,168.88455
-6.437477,8,168.894325
-62.443784,8,168.904365
-15.852859,8,168.915885
5.909926,8,168.932103
-91.037816,8,168.947105
3.047871,8,168.9502
4.234883,8,168.970837
-11.576191,8,168.985491
2.116513,8,168.995905
0.547257,8,168.998881
-126.086284,8,169.016515
2.934291,8,169.030424
-63.541615,8,169.035585
4.607684,8,169.050392
-128.597523,8,169.050392
-3.562431,8,169.081757
3.618316,8,169.096217
-35.112281,8,169.111742
-2.804052,8,169.123436
-26.80432,8,169.142062
5.210684,8,169.152819
-8.09148,8,169.163817
-1.637251,8,169.166802
-79.51615,8,169.183813
-2.389306,8,169.202708
10.090556,8,169.212263
-81.275445,8,169.225633
-24.802969,8,169.239634
-6.906493,8,169.250994
2.959022,8,169.266571
-28.04737,8,169.270591
-26.198347,8,169.288574
6.868988,8,169.303431
-0.551692,8,169.314469
1.229617,8,169.324507
-14.904954,8,169.33596
-5.723582,8,169.34399
8.021783,8,169.355785
-0.611383,8,169.363819
-95.451221,8,169.37551
-11.832056,8,169.378274
1.030693,8,169.391382
-22.73115,8,169.412348
1.599796,8,169.424987
-92.829909,8,169.440792
-82.181391,8,169.456798
-27.234747,8,169.456798
-25.028624,8,169.47265
-136.561467,8,169.488506
-8.580856,8,169.488506
-27.571586,8,169.502558
-30.751717,8,169.525345
4.428646,8,169.533379
-58.567435,8,169.53833
-1.648382,8,169.557799
-60.223523,8,169.573011
-25.453026,8,169.582268
-0.373356,8,169.582268
-32.940053,8,169.602433
-58.700981,8,169.616068
-22.165742,8,169.626096
-77.71934,8,169.639516
5.871759,8,169.647528
-41.437243,8,169.661292
2.534719,8,169.669947
-11.990294,8,169.679863
-16.899582,8,169.690746
-21.563345,8,169.708025
-1.989351,8,169.717745
-74.728044,8,169.727743
-3.855684,8,169.732748
-116.697869,8,169.75341
-34.425909,8,169.761443
-9.159214,8,169.770493
6.677351,8,169.778527
-35.946166,8,169.782283
1.807764,8,169.802098
-14.97538,8,169.811457
1.03209,8,169.823815
-124.366409,8,169.840389
-2.624154,8,169.851305
-1.19494,8,169.854566
-7.895184,8,169.872375
-65.852487,8,169.885381
-69.463447,8,169.893382
-164.737023,8,169.903134
-70.731514,8,169.912135
3.752917,8,169.92486
0.262013,8,169.932192
-0.349955,8,169.932192
-49.056043,8,169.950138
13.453353,8,169.964057
-29.344471,8,169.979824
-31.24729,8,169.990144
-57.12763,8,169.997915
-46.077996,8,170.00944
-3.771693,8,170.01947
-38.884467,8,170.029244
-103.275212,8,170.041298
-23.30568,8,170.056426
-73.355393,8,170.066466
-51.767704,8,170.083142
5.43407,8,170.094137
-3.285941,8,170.10014
1.191435,8,170.12357
-11.291955,8,170.132546
0.896117,8,170.141612
1.224651,8,170.149594
-109.713103,8,170.165435
-75.821576,8,170.176525
2.679037,8,170.193519
-80.139638,8,170.210925
-6.811225,8,170.224395
1.140978,8,170.236279
-93.681819,8,170.248278
-33.290679,8,170.265216
-31.084945,8,170.277887
-98.982306,8,170.299284
2.244542,8,170.303821
5.114605,8,170.317068
3.74515,8,170.33495
-131.743975,8,170.344988
-11.549207,8,170.357029
-77.737306,8,170.36972
-38.028973,8,170.378736
-19.564994,8,170.378736
-6.184927,8,170.405756
-57.833953,8,170.420873
-58.792098,8,170.429873
-7.112978,8,170.444447
4.41436,8,170.451429
-103.952121,8,170.468211
-17.178551,8,170.478248
-0.716382,8,170.488032
5.667132,8,170.497814
1.776141,8,170.515638
-12.77795,8,170.517647
0.02821,8,170.534634
4.357819,8,170.548056
-3.931883,8,170.553395
-0.035274,8,170.570323
2.758619,8,170.581367
-95.556534,8,170.593154
1.321816,8,170.61127
-14.60696,8,170.620148
0.15608,8,170.630181
-41.450298,8,170.641963
0.587069,8,170.657295
-14.496186,8,170.667337
-113.462926,8,170.679126
-55.038321,8,170.688907
-20.778504,8,170.702782
1.18428,8,170.713456
-27.429878,8,170.727654
-55.59437,8,170.741693
0.950799,8,170.75438
-24.198927,8,170.767584
-43.382105,8,170.767584
-14.3732,8,170.781299
6.862566,8,170.903532
-2.164618,8,170.919008
-20.019726,8,170.939396
-70.726679,8,170.95514
-33.75753,8,170.970164
-71.297157,8,170.986334
-0.636514,8,170.997331
5.708991,8,171.009337
-17.851924,8,171.029855
4.425945,8,171.04333
-75.073529,8,171.064332
-47.079193,8,171.082301
-3.578141,8,171.100172
-33.382825,8,171.111171
-9.008265,8,171.124177
-1.58159,8,171.135265
-45.831895,8,171.152779
-17.208934,8,171.170493
-82.322269,8,171.184128
-2.957339,8,171.195746
-2.895389,8,171.214728
-44.049217,8,171.225279
-82.936063,8,171.238316
0.880848,8,171.250306
-51.868448,8,171.265727
-74.085446,8,171.281658
-14.543793,8,171.293609
-3.376393,8,171.306072
-66.820225,8,171.317865
2.449615,8,171.328882
-0.862952,8,171.339866
6.975704,8,171.350177
-2.953446,8,171.350177
-6.116938,8,171.379633
-91.53571,8,171.394633
-36.054722,8,171.405148
-44.656053,8,171.41777
-0.897272,8,171.427529
-92.042585,8,171.437594
-0.188268,8,171.445573
-0.087566,8,171.457814
-32.674585,8,171.467499
1.89611,8,171.47753
-20.723281,8,171.488988
2.229958,8,171.505824
-65.879628,8,171.520734
5.526139,8,171.530735
3.404389,8,171.53851
-13.596286,8,171.55016
10.360356,8,171.568705
-2.900094,8,171.5787
-52.836774,8,171.587607
-46.47292,8,171.604936
-133.44822,8,171.614847
1.941177,8,171.623942
-46.634484,8,171.623942
-40.777885,8,171.646666
-4.464585,8,171.657239
-7.936361,8,171.672812
-0.021517,8,171.682816
-23.510594,8,171.695809
-18.419559,8,171.706733
-117.990764,8,171.719737
-3.369654,8,171.728738
-8.823708,8,171.740873
-67.553397,8,171.7514
6.105287,8,171.761439
-112.879652,8,171.768956
-36.362398,8,171.780734
1.899738,8,171.790774
-77.299854,8,171.800172
-28.89907,8,171.814456
6.196751,8,171.830158
-16.998174,8,171.840188
-3.46336,8,171.843952
0.169843,8,171.857539
-5.135875,8,171.871314
-111.337017,8,171.884274
0.19326,8,171.896474
-78.228874,8,171.907477
-70.350179,8,171.920473
-79.625798,8,171.930473
-21.71122,8,171.943639
-42.973155,8,171.957714
-23.257706,8,171.969147
-18.878854,8,171.978901
-97.121382,8,171.980904
-69.830601,8,171.998947
-18.858779,8,172.010946
-5.8984,8,172.02196
1.686764,8,172.031961
-128.142203,8,172.041531
-20.3154,8,172.049515
-72.672409,8,172.065389
-1.005685,8,172.075408
1.874851,8,172.089187
0.020926,8,172.102507
4.259324,8,172.112546
-77.095111,8,172.122585
-0.150211,8,172.130353
1.249601,8,172.14413
3.210383,8,172.153886
-0.594175,8,172.165645
-11.844507,8,172.173397
-12.583999,8,172.184841
-66.43911,8,172.192866
-1.345787,8,172.203397
2.619607,8,172.212604
-26.812466,8,172.228758
-2.219999,8,172.238789
-13.738889,8,172.246789
-46.822738,8,172.25585
-1.817989,8,172.270647
-79.29718,8,172.279838
-54.949403,8,172.288125
-7.628247,8,172.296126
-41.400605,8,172.309834
-159.259409,8,172.31928
-66.662702,8,172.328709
-44.396206,8,172.338532
-64.683109,8,172.357064
-19.083365,8,172.370061
-14.482162,8,172.379062
1.933689,8,172.39274
-33.727919,8,172.406219
-33.409193,8,172.417675
-16.226154,8,172.427307
0.377069,8,172.438463
0.553839,8,172.452208
-16.199483,8,172.461216
-16.298285,8,172.468493
-23.570217,8,172.468493
-0.073109,8,172.489651
-0.602279,8,172.499855
0.134393,8,172.517134
-10.448559,8,172.526715
-17.869737,8,172.541777
-91.988111,8,172.552346
-63.712155,8,172.562376
-111.400628,8,172.566971
-33.211714,8,172.585546
2.897512,8,172.585546
-25.808608,8,172.606398
-28.094386,8,172.621093
-20.705458,8,172.633385
-45.104756,8,172.642434
10.20965,8,172.654981
-39.530645,8,172.669111
-4.714616,8,172.685305
-19.43199,8,172.695305
-59.394772,8,172.707733
7.495705,8,172.720624
5.723684,8,172.738532
-13.423373,8,172.751589
-114.45961,8,172.763619
-11.212439,8,172.773406
3.598405,8,172.787179
2.278421,8,172.796409
4.374322,8,172.80342
-5.04488,8,172.812163
-93.090465,8,172.830221
-47.870047,8,172.844173
-43.638942,8,172.844173
-1.499356,8,172.8664
-53.722653,8,172.87817
-8.526406,8,172.886201
-83.464629,8,172.895979
-27.31807,8,172.906008
-15.049273,8,172.919307
-15.122296,8,172.923319
-106.662585,8,172.939054
-57.151706,8,172.949071
4.002738,8,172.965977
-133.672093,8,172.969995
-4.661648,8,172.986103
4.520765,8,172.986103
-147.901303,8,173.004412
1.471929,8,173.017787
-73.663923,8,173.026817
3.5963,8,173.037515
3.482693,8,173.051413
-50.161624,8,173.051413
-51.448716,8,173.078229
-35.678349,8,173.085318
-87.971518,8,173.107953
-16.574134,8,173.117926
-34.444074,8,173.127946
-161.555173,8,173.138498
-37.95234,8,173.152013
1.717461,8,173.161993
-131.049703,8,173.172872
-40.684337,8,173.182854
5.246886,8,173.198575
5.30548,8,173.206587
0.12751,8,173.216344
5.05847,8,173.230109
-49.709969,8,173.244912
-8.552323,8,173.253953
-1.0451,8,173.263733
-26.545416,8,173.277537
-26.825943,8,173.297026
-34.864678,8,173.310168
4.837521,8,173.321851
-59.62422,8,173.332854
-27.999674,8,173.3462
-51.707971,8,173.350178
-86.758109,8,173.371303
-35.740634,8,173.383607
-5.8101,8,173.411064
-20.84025,8,173.422822
-65.986231,8,173.432858
-134.767694,8,173.444645
-118.104549,8,173.458611
-28.269634,8,173.471119
-26.552636,8,173.485028
-16.105542,8,173.500596
-25.912923,8,173.523531
-1.002312,8,173.537711
-19.90294,8,173.54901
-24.709374,8,173.561157
-201.358105,8,173.581901
-12.015155,8,173.594441
-56.208888,8,173.598646
-124.11787,8,173.614635
-7.218643,8,173.631383
-32.632815,8,173.631383
-0.7011,8,173.65257
-2.370796,8,173.660202
0.100697,8,173.675664
1.722862,8,173.686656
-10.800446,8,173.696656
-16.954539,8,173.706227
0.763005,8,173.719378
-52.965166,8,173.743526
-31.026495,8,173.753525
10.94431,8,173.763524
-51.401258,8,173.776001
-66.171095,8,173.782995
-22.307597,8,173.79259
3.756156,8,173.80263
-30.869162,8,173.816744
-6.343004,8,173.826785
-11.783375,8,173.836974
3.298704,8,173.850522
