timestamp,agent,status,num_nodes,num_services,timesteps,seed,eval_episodes,train_time_sec,mean_reward,std_reward,max_reward,min_reward,mean_placed,num_training_episodes,model_path,tensorboard_log_dir,monitor_csv,processed_monitor_csv,eval_episode_csv
2026-05-23T15:26:06,ppo,OK,5,8,300000,12345,50,720.5482409000397,-27.162237843039843,39.61416782216536,10.311666024603257,-141.18194248608202,0.985,37504,experiment_5n8s_300k_learning\models\ppo_model,experiment_5n8s_300k_learning\tensorboard\ppo,experiment_5n8s_300k_learning\monitor\ppo.monitor.csv,experiment_5n8s_300k_learning\monitor\ppo_training_episodes.csv,experiment_5n8s_300k_learning\eval\ppo_eval_episodes.csv
2026-05-23T15:26:06,dqn,OK,5,8,300000,12345,50,531.8414289951324,-8.37714848171404,18.76980998608538,10.254065766431458,-92.92960885189429,0.9775,37500,experiment_5n8s_300k_learning\models\dqn_model,experiment_5n8s_300k_learning\tensorboard\dqn,experiment_5n8s_300k_learning\monitor\dqn.monitor.csv,experiment_5n8s_300k_learning\monitor\dqn_training_episodes.csv,experiment_5n8s_300k_learning\eval\dqn_eval_episodes.csv
2026-05-23T15:26:06,a2c,OK,5,8,300000,12345,50,648.8770055770874,-40.48895061112279,39.7106560991104,10.517040305211143,-120.76499769321372,0.9575,37500,experiment_5n8s_300k_learning\models\a2c_model,experiment_5n8s_300k_learning\tensorboard\a2c,experiment_5n8s_300k_learning\monitor\a2c.monitor.csv,experiment_5n8s_300k_learning\monitor\a2c_training_episodes.csv,experiment_5n8s_300k_learning\eval\a2c_eval_episodes.csv
