agent,episode,num_nodes,num_services,episodes,seed,reward,placed_rate,failed_count,used_nodes,avg_cpu_util,avg_mem_util,max_cpu_util,max_mem_util,cpu_imbalance,mem_imbalance,hotspot_count,total_latency_cost,avg_latency_cost,failed_dependency_edges,effective_latency_cost,avg_effective_latency_cost
Random,0,5,5,50,999,-53.287548339691924,0.6,2,2,0.38448000000000004,0.41313875,0.86575,0.75195,0.2839914357863631,0.2671207072186655,1,1.0754946814739814,1.0754946814739814,3,31.07549468147398,7.768873670368495
Random,1,5,5,50,999,-65.3729742226526,0.8,1,4,0.4565825,0.41708625,0.9358,0.65305,0.27958826128791603,0.17526056362599088,1,23.52483107374824,7.841610357916079,1,33.52483107374824,8.38120776843706
Random,2,5,5,50,999,-35.95926014134477,0.6,2,3,0.23118,0.29650499999999996,0.5675,0.498125,0.1783835210999043,0.17075055684389434,0,3.847379991236073,3.847379991236073,3,33.847379991236075,8.461844997809019
Random,3,5,5,50,999,-42.273007863831495,0.6,2,2,0.24069749999999995,0.33980625000000003,0.525575,0.7655749999999999,0.16909809586450109,0.25730348654361446,0,11.638630067900069,5.819315033950034,2,31.638630067900067,7.909657516975017
Random,4,5,5,50,999,-127.9013123496284,1.0,0,3,0.49728249999999996,0.5086875,0.8979249999999999,0.9963500000000001,0.221112865353873,0.35544587263745236,2,16.839034090636872,4.209758522659218,0,16.839034090636872,4.209758522659218
Random,5,5,5,50,999,-138.62339455031136,0.6,2,2,0.443075,0.37681749999999997,0.9961499999999999,0.69555,0.3017495981770315,0.2166368524743655,1,1.0754946814739814,1.0754946814739814,3,31.07549468147398,7.768873670368495
Random,6,5,5,50,999,-98.25936878317984,0.8,1,3,0.3313325,0.4349075,0.5208625,0.97835,0.14690775753853164,0.29369643124321415,1,10.581202244782563,5.290601122391282,2,30.581202244782563,7.645300561195641
Random,7,5,5,50,999,-45.79032684477201,1.0,0,4,0.404775,0.52081,0.6666,0.939775,0.19988387753893508,0.23170984757342533,1,15.646923404494647,3.9117308511236617,0,15.646923404494647,3.9117308511236617
Random,8,5,5,50,999,-109.01556643636734,0.8,1,3,0.43481500000000006,0.37244875000000005,0.94615,0.9107000000000001,0.2968024475977245,0.29109672437825546,2,14.42086877002001,7.210434385010005,2,34.42086877002001,8.605217192505002
Random,9,5,5,50,999,-94.40349358539993,1.0,0,4,0.4854075,0.46919625,0.9595,0.9007499999999999,0.30718899308894515,0.26120981693362905,1,29.290494253974018,7.322623563493504,0,29.290494253974018,7.322623563493504
Random,10,5,5,50,999,-22.708686426819618,0.8,1,2,0.41942749999999995,0.35435875,0.6356499999999999,0.75795,0.12762412693139175,0.3158828865161106,0,1.9579993902794741,0.9789996951397371,2,21.957999390279475,5.489499847569869
Random,11,5,5,50,999,-69.87509557349674,0.8,1,3,0.3924975,0.39883375,0.815525,0.93465,0.24391960002222046,0.3212944842158047,2,7.419097410492265,2.4730324701640884,1,17.419097410492263,4.354774352623066
Random,12,5,5,50,999,-1.8289736518207629,1.0,0,3,0.32765750000000005,0.43084625,0.7245250000000001,0.7225625,0.23098799449322038,0.23061550622735671,0,9.956905252971254,2.4892263132428134,0,9.956905252971254,2.4892263132428134
Random,13,5,5,50,999,-112.15814542477605,0.8,1,3,0.39312,0.52045375,0.77625,0.9856375,0.2486645136524309,0.33640341945163105,1,8.067524652014654,4.033762326007327,2,28.067524652014654,7.016881163003664
Random,14,5,5,50,999,-19.437571353369286,0.8,1,4,0.4194699999999999,0.49289875,0.639175,0.7807999999999999,0.1640075481494678,0.2659171109810348,0,6.343602729018285,3.1718013645091423,2,26.343602729018286,6.585900682254572
Random,15,5,5,50,999,-104.79505611410646,1.0,0,2,0.32086,0.4123212499999999,0.750625,0.992575,0.24656485079994675,0.3519161484732549,1,9.651760624655392,2.412940156163848,0,9.651760624655392,2.412940156163848
