agent,episode,num_nodes,num_services,episodes,seed,reward,placed_rate,failed_count,used_nodes,avg_cpu_util,avg_mem_util,max_cpu_util,max_mem_util,cpu_imbalance,mem_imbalance,hotspot_count,total_latency_cost,avg_latency_cost,failed_dependency_edges,effective_latency_cost,avg_effective_latency_cost
Random,0,5,8,50,999,-108.37301252225842,0.625,3,3,0.5709799999999999,0.5128887499999999,0.82075,0.9274,0.26844784521392606,0.2850365618653158,2,8.813956180131765,1.557236074228227,5,41.31395618013177,7.299285544192892
Random,1,5,8,50,999,-60.17314489917316,0.625,3,3,0.41233250000000005,0.37108625,0.80825,0.6569625,0.26266447866051473,0.1876510645786482,1,10.86334579051481,1.6947497333096424,8,58.86334579051481,9.18304926529092
Random,2,5,8,50,999,-43.88609429444531,0.75,2,4,0.33368,0.49850500000000003,0.6675,0.82255,0.24512890608820492,0.25381867575594197,1,15.144462007703607,2.1980351244852843,8,58.144462007703595,8.4389640069236
Random,3,5,8,50,999,-190.23554894037122,0.625,3,3,0.5771975,0.41630625000000004,0.9799249999999999,0.715575,0.3757738329434342,0.21632779626645302,2,12.993067416006781,2.3753322515551707,4,43.193067416006784,7.896356017551516
Random,4,5,8,50,999,-87.59122592953125,0.75,2,4,0.5970325,0.45943750000000005,0.927925,0.8126875,0.2516580948926539,0.25646589612461146,3,19.009722805886835,2.906685444325204,5,52.90972280588683,8.090171682857314
Random,5,5,8,50,999,-53.09707599828431,0.625,3,3,0.331075,0.3458175,0.61115,0.4483125,0.14776736784554295,0.08974330532134417,0,1.9483313532835815,0.3162875573512307,6,41.748331353283575,6.77732651839019
Random,6,5,8,50,999,-63.047267222237416,0.625,3,3,0.3845825,0.3850325,0.69195,0.7241,0.23161108938261135,0.2416463802749795,0,18.57002090743278,2.90610655828369,5,53.47002090743278,8.367765400224222
Random,7,5,8,50,999,-43.48226420096336,0.75,2,4,0.607025,0.548935,0.83745,0.8122750000000001,0.2446222894586673,0.2206851837743078,2,13.256549854613361,2.313534006040726,4,33.35654985461336,5.821387409182087
Random,8,5,8,50,999,-130.7122590804198,0.5,4,2,0.357815,0.41169874999999995,0.75425,0.9344375,0.25720925897020114,0.3576008876090075,1,3.0004543147560505,0.5282489990767695,5,39.50045431475605,6.954305337104938
Random,9,5,8,50,999,-46.406926115970336,0.75,2,4,0.45465750000000005,0.42669625,0.83415,0.8163875,0.23455859070816398,0.2480142379229467,1,14.535871316521948,2.45538366833141,5,47.335871316521946,7.9959242088719495
Random,10,5,8,50,999,-57.56769973528666,0.75,2,3,0.48392749999999995,0.49010875,0.8343,0.860375,0.2238336888741282,0.3358132998687664,2,8.031294685215842,1.297462792441978,4,38.831294685215845,6.2732301591624955
Random,11,5,8,50,999,-59.579564423203195,0.625,3,4,0.4777475,0.46920875000000006,0.7689,0.8207125,0.20402188307875213,0.20054068312315082,1,11.301922283709764,1.9385801515797194,6,47.70192228370976,8.182147904581434
Random,12,5,8,50,999,-85.7638962543944,0.75,2,4,0.43240749999999994,0.49172125000000005,0.9268,0.68805,0.3266512300604422,0.20222387306522444,1,10.749412904843389,1.8565479973822778,3,33.449412904843385,5.777100674411638
Random,13,5,8,50,999,-145.33039715174175,0.75,2,5,0.56137,0.49032875000000004,0.9857750000000001,0.7343875000000001,0.3110299790213156,0.1953434891255657,2,18.501161797546725,3.093839765476041,4,43.801161797546726,7.324608996245272
Random,14,5,8,50,999,-53.39668234471868,0.75,2,4,0.57022,0.5055237499999999,0.80415,0.8632312499999999,0.2293420389941626,0.25140935724928776,2,14.406668939525854,2.206228015241325,5,49.00666893952585,7.504849761029991
Random,15,5,8,50,999,-168.26478004795868,0.75,2,3,0.48085999999999995,0.40257125,0.9915999999999999,0.89268125,0.3319127530692365,0.27471547086258175,2,11.01256679477931,1.7848568549075057,4,36.312566794779315,5.885343078570392
Random,16,5,8,50,999,-178.1705395801683,0.875,1,4,0.48368500000000003,0.58425625,0.7284999999999999,0.9686000000000001,0.19327888374056798,0.35556328757163613,2,25.45458971645484,4.112211585857002,2,43.45458971645484,7.020127579394967
Random,17,5,8,50,999,-146.04898078086953,0.625,3,3,0.3314325000000001,0.5048662500000001,0.612075,0.9530625,0.17756091025335505,0.35714018229016187,2,2.4860839149997283,0.43769083010558607,6,50.18608391499973,8.83557815404925
Random,18,5,8,50,999,-119.07711052621752,0.625,3,4,0.4447175,0.4748175,0.8371500000000001,0.944275,0.27326220439350923,0.3118551664635364,2,11.965029264557447,1.7019956279598079,8,61.26502926455744,8.714797903919978
Random,19,5,8,50,999,-109.2422574188119,0.625,3,4,0.3824725,0.52167125,0.5438000000000001,0.939325,0.13811776460687455,0.26702673998824533,1,16.708346931955063,2.652118560627788,7,55.20834693195507,8.7632296717389
Random,20,5,8,50,999,-80.65389430475213,0.875,1,4,0.5603400000000001,0.5815199999999999,0.94745,0.7967,0.253213062755459,0.15672594045817684,1,19.18717243806125,2.8594891860001868,2,36.087172438061245,5.378118098071721
Random,21,5,8,50,999,-80.67455356340105,0.625,3,4,0.5076775,0.5655325,0.7660375,0.8955500000000001,0.14322605480498302,0.20976461727970236,1,8.616827254949161,1.2709184741812922,6,58.41682725494917,8.616051217544126
