agent,episode,num_nodes,num_services,episodes,seed,reward,placed_rate,failed_count,used_nodes,avg_cpu_util,avg_mem_util,max_cpu_util,max_mem_util,cpu_imbalance,mem_imbalance,hotspot_count,total_latency_cost,avg_latency_cost,failed_dependency_edges,effective_latency_cost,avg_effective_latency_cost
Random,0,5,5,50,999,-53.57396373485798,0.6,2,2,0.38448000000000004,0.41313875,0.86575,0.75195,0.2839914357863631,0.2671207072186655,1,2.4874422077064264,0.7749041145502885,4,26.68744220770643,8.313844924519136
Random,1,5,5,50,999,-63.490089225418785,0.8,1,4,0.4565825,0.41708625,0.9358,0.65305,0.27958826128791603,0.17526056362599088,1,9.143553687935704,2.94004941734267,1,17.643553687935704,5.673168388403763
Random,2,5,5,50,999,-36.40958188163909,0.6,2,3,0.23118,0.29650499999999996,0.5675,0.498125,0.1783835210999043,0.17075055684389434,0,5.707937438776298,1.3525918101365633,5,39.3079374387763,9.314677118193435
Random,3,5,5,50,999,-41.2590467793728,0.6,2,2,0.24069749999999995,0.33980625000000003,0.525575,0.7655749999999999,0.16909809586450109,0.25730348654361446,0,4.065741254035089,1.0014141019790859,4,22.865741254035086,5.631955973900267
Random,4,5,5,50,999,-128.5646023330346,1.0,0,3,0.49728249999999996,0.5086875,0.8979249999999999,0.9963500000000001,0.221112865353873,0.35544587263745236,2,17.717472761120593,5.468355790469319,0,17.717472761120593,5.468355790469319
Random,5,5,5,50,999,-138.91547753531776,0.6,2,2,0.443075,0.37681749999999997,0.9961499999999999,0.69555,0.3017495981770315,0.2166368524743655,1,2.5189288179305582,0.7343815795715913,3,28.818928817930555,8.402020063536604
Random,6,5,5,50,999,-97.80879875426673,0.8,1,3,0.3313325,0.4349075,0.5208625,0.97835,0.14690775753853164,0.29369643124321415,1,6.314501710023727,1.6274488943360121,2,25.114501710023724,6.472809719078279
Random,7,5,5,50,999,-45.54500526271868,1.0,0,4,0.404775,0.52081,0.6666,0.939775,0.19988387753893508,0.23170984757342533,1,11.67620515900485,3.7909757009756007,0,11.67620515900485,3.7909757009756007
Random,8,5,5,50,999,-109.37049402646205,0.8,1,3,0.43481500000000006,0.37244875000000005,0.94615,0.9107000000000001,0.2968024475977245,0.29109672437825546,2,13.989210586653973,3.1507231051022466,3,35.68921058665397,8.038110492489634
Random,9,5,5,50,999,-93.45650167794756,1.0,0,4,0.4854075,0.46919625,0.9595,0.9007499999999999,0.30718899308894515,0.26120981693362905,1,19.147679059131843,5.245939468255299,0,19.147679059131843,5.245939468255299
Random,10,5,5,50,999,-22.981078409190324,0.8,1,2,0.41942749999999995,0.35435875,0.6356499999999999,0.75795,0.12762412693139175,0.3158828865161106,0,3.144954949514619,0.8592773086105516,3,19.64495494951462,5.367474029922027
Random,11,5,5,50,999,-70.61327702086692,0.8,1,3,0.3924975,0.39883375,0.815525,0.93465,0.24391960002222046,0.3212944842158047,2,10.28358921635566,2.3694906028469265,1,19.083589216355662,4.3971403724321805
Random,12,5,5,50,999,-1.9526272083953078,1.0,0,3,0.32765750000000005,0.43084625,0.7245250000000001,0.7225625,0.23098799449322038,0.23061550622735671,0,8.984385247334629,2.6659896876363884,0,8.984385247334629,2.6659896876363884
Random,13,5,5,50,999,-112.11916920672755,0.8,1,3,0.39312,0.52045375,0.77625,0.9856375,0.2486645136524309,0.33640341945163105,1,6.50640266529827,1.622544305560666,3,28.40640266529827,7.083890938977125
Random,14,5,5,50,999,-19.642521918709924,0.8,1,4,0.4194699999999999,0.49289875,0.639175,0.7807999999999999,0.1640075481494678,0.2659171109810348,0,6.424949859407679,1.578611759068226,2,24.62494985940768,6.050356230812699
Random,15,5,5,50,999,-103.57245562915723,1.0,0,2,0.32086,0.4123212499999999,0.750625,0.992575,0.24656485079994675,0.3519161484732549,1,1.250908937494949,0.39965141773001567,0,1.250908937494949,0.39965141773001567
Random,16,5,5,50,999,-28.782119144026776,1.0,0,3,0.422435,0.45488124999999996,0.804325,0.8952875,0.2859244032956963,0.25286554894597646,1,15.765490812101916,4.03209483685471,0,15.765490812101916,4.03209483685471
Random,17,5,5,50,999,-35.26626091103323,0.6,2,3,0.2281825,0.34799125000000003,0.33238749999999995,0.6164625,0.09027870374567856,0.21729390478393543,0,2.3516329802676883,0.6624318254275179,3,29.551632980267684,8.324403656413432
Random,18,5,5,50,999,-38.9607723923466,0.6,2,3,0.3029675,0.3251925,0.64215,0.74655,0.20913108891315035,0.23754527957844165,0,10.293083241909683,2.5862018195752974,3,28.09308324190968,7.058563628620524
Random,19,5,5,50,999,-115.276102502514,0.8,1,3,0.3344725,0.46179625,0.6632,0.991,0.2092914580196717,0.3160389530876692,1,15.678294388940605,5.041252215093443,1,23.178294388940607,7.452827777794408
Random,20,5,5,50,999,-120.40180665153517,1.0,0,3,0.52334,0.6035200000000001,0.9084,0.9462375000000001,0.2796252226641938,0.2786496508386472,2,9.3949980157825,2.7311040743553776,0,9.3949980157825,2.7311040743553776
Random,21,5,5,50,999,-19.36008581110469,0.8,1,3,0.4824275,0.4472825,0.6829000000000001,0.7974125000000001,0.15956581016934673,0.2224922462974834,0,12.35869323907015,2.680844520405672,4,35.75869323907015,7.756766429299381
Random,22,5,5,50,999,-64.776317680056,1.0,0,3,0.48788,0.5284375,0.897025,0.8849250000000001,0.331518535454656,0.25805420336626955,2,13.908030879073843,4.25322045231616,0,13.908030879073843,4.25322045231616
Random,23,5,5,50,999,-23.232004184456546,1.0,0,4,0.505785,0.5099775,0.8801,0.766725,0.27353275608233835,0.19054027172752744,1,25.718839745305942,6.697614517006756,0,25.718839745305942,6.697614517006756
Random,24,5,5,50,999,-93.51761177196013,0.8,1,2,0.35053750000000006,0.32929125000000004,0.9634750000000001,0.6560250000000001,0.3196105061242512,0.21931623057528143,1,2.1930720137140285,0.5538060640691991,2,18.99307201371403,4.796230306493442
Random,25,5,5,50,999,-59.125778392178646,0.6,2,2,0.32513500000000006,0.24034125000000003,0.8872500000000001,0.4892,0.2845221764643312,0.14735400569292306,1,8.772790148228006,2.6109494488773826,3,32.47279014822801,9.66452087744881
Random,26,5,5,50,999,-122.63180978589219,0.6,2,2,0.2864325,0.40451375,0.406225,0.9796875,0.08167314873935008,0.3704178945039643,1,0.9633195340855591,0.2728950521488836,4,32.863319534085555,9.309722247616305
Random,27,5,5,50,999,-18.771613422097705,0.8,1,2,0.3022975,0.33134125000000003,0.669375,0.464025,0.21202019278832857,0.14950915291797356,0,2.776466793377165,0.7268237678997814,2,18.876466793377162,4.941483453763655
Random,28,5,5,50,999,-35.573045352901865,0.6,2,2,0.2889125,0.29799125,0.5221,0.531175,0.15268199058828125,0.14100161566006963,0,0.0,0.0,3,24.5,7.492354740061162
Random,29,5,5,50,999,-54.664269833798166,0.4,3,2,0.2281825,0.239365,0.36053749999999996,0.5273,0.09028151305776835,0.14671070479007317,0,0.0,0.0,6,39.2,10.000000000000002
Random,30,5,5,50,999,-118.45084171324842,0.4,3,2,0.2996175,0.35814625,0.5136,0.953425,0.1363047664243624,0.32004021704310853,1,1.3126822183588969,0.3697696389743372,4,28.312682218358894,7.975403441791238
Random,31,5,5,50,999,-21.665954705892773,0.8,1,4,0.41737,0.41074874999999994,0.7523500000000001,0.7998375,0.2739210723000332,0.22970453706881802,0,8.161098807300771,2.1533242235622088,2,22.061098807300773,5.82087039770469
